SourceID	Order	SourceDeck	SourceCard	English	EnglishMeaning	EnglishExample	CueSource	TurkishCue	Status
4000 Essential English Words::Extra::1_1_28::knee	3816	4000 Essential English Words::Extra	1_1_28	knee			knee	diz	draft_google_word
4000 Essential English Words::Extra::1_1_29::shin	3817	4000 Essential English Words::Extra	1_1_29	shin			shin	incik	draft_google_word
4000 Essential English Words::Extra::1_1_30::foot	3818	4000 Essential English Words::Extra	1_1_30	foot			foot	ayak	draft_google_word
4000 Essential English Words::Extra::1_1_31::toenail	3819	4000 Essential English Words::Extra	1_1_31	toenail			toenail	ayak tırnağı	draft_google_word
4000 Essential English Words::Extra::1_1_32::big toe	3820	4000 Essential English Words::Extra	1_1_32	big toe			big toe	ayak başparmağı	draft_google_word
4000 Essential English Words::Extra::1_1_33::leg	3821	4000 Essential English Words::Extra	1_1_33	leg			leg	bacak	draft_google_word
4000 Essential English Words::Extra::1_1_34::palm	3822	4000 Essential English Words::Extra	1_1_34	palm			palm	avuç içi	draft_google_word
4000 Essential English Words::Extra::1_1_35::thumb	3823	4000 Essential English Words::Extra	1_1_35	thumb			thumb	başparmak	draft_google_word
4000 Essential English Words::Extra::1_1_36::wrist	3824	4000 Essential English Words::Extra	1_1_36	wrist			wrist	bilek	draft_google_word
4000 Essential English Words::Extra::1_1_37::arm	3825	4000 Essential English Words::Extra	1_1_37	arm			arm	kol	draft_google_word
4000 Essential English Words::Extra::1_1_38::body	3826	4000 Essential English Words::Extra	1_1_38	body			body	vücut	draft_google_word
4000 Essential English Words::Extra::1_1_39::armpit	3827	4000 Essential English Words::Extra	1_1_39	armpit			armpit	koltukaltı	draft_google_word
4000 Essential English Words::Extra::1_1_40::back	3828	4000 Essential English Words::Extra	1_1_40	back			back	sırt	draft_google_word
4000 Essential English Words::Extra::1_1_41::hip	3829	4000 Essential English Words::Extra	1_1_41	hip			hip	kalça	draft_google_word
4000 Essential English Words::Extra::1_1_42::bottom	3830	4000 Essential English Words::Extra	1_1_42	bottom			bottom	kalça	draft_google_word
4000 Essential English Words::Extra::1_1_43::heel	3831	4000 Essential English Words::Extra	1_1_43	heel			heel	topuk	draft_google_word
4000 Essential English Words::Extra::1_1_44::ankle	3832	4000 Essential English Words::Extra	1_1_44	ankle			ankle	ayak bileği	draft_google_word
4000 Essential English Words::Extra::1_1_45::calf	3833	4000 Essential English Words::Extra	1_1_45	calf			calf	buzağı	draft_google_word
4000 Essential English Words::Extra::1_1_46::fingernail	3834	4000 Essential English Words::Extra	1_1_46	fingernail			fingernail	tırnak	draft_google_word
4000 Essential English Words::Extra::1_1_47::knuckle	3835	4000 Essential English Words::Extra	1_1_47	knuckle			knuckle	eklem	draft_google_word
4000 Essential English Words::Extra::1_1_48::waist	3836	4000 Essential English Words::Extra	1_1_48	waist			waist	bel	draft_google_word
4000 Essential English Words::Extra::1_1_49::fore arm	3837	4000 Essential English Words::Extra	1_1_49	fore arm			fore arm	ön kol	draft_google_word
4000 Essential English Words::Extra::1_1_50::elbow	3838	4000 Essential English Words::Extra	1_1_50	elbow			elbow	dirsek	draft_google_word
4000 Essential English Words::Extra::1_1_51::upper arm	3839	4000 Essential English Words::Extra	1_1_51	upper arm			upper arm	üst kol	draft_google_word
4000 Essential English Words::Extra::1_1_52::shoulder	3840	4000 Essential English Words::Extra	1_1_52	shoulder			shoulder	omuz	draft_google_word
4000 Essential English Words::Extra::1_1_53::brother	3841	4000 Essential English Words::Extra	1_1_53	brother			brother	erkek kardeş	draft_google_word
4000 Essential English Words::Extra::1_1_54::sister	3842	4000 Essential English Words::Extra	1_1_54	sister			sister	kız kardeş	draft_google_word
4000 Essential English Words::Extra::1_1_55::father, dad	3843	4000 Essential English Words::Extra	1_1_55	father, dad			father, dad	baba, baba	draft_google_word
4000 Essential English Words::Extra::1_1_56::mother, mom	3844	4000 Essential English Words::Extra	1_1_56	mother, mom			mother, mom	anne, anne	draft_google_word
4000 Essential English Words::Extra::1_1_57::my mother's husband	3845	4000 Essential English Words::Extra	1_1_57	my mother's husband			my mother's husband	annemin kocası	draft_google_word
4000 Essential English Words::Extra::1_1_58::my father's wife	3846	4000 Essential English Words::Extra	1_1_58	my father's wife			my father's wife	babamın karısı	draft_google_word
4000 Essential English Words::Extra::1_1_59::parents	3847	4000 Essential English Words::Extra	1_1_59	parents			parents	ebeveynler	draft_google_word
4000 Essential English Words::Extra::1_1_60::grandfather, grandpa	3848	4000 Essential English Words::Extra	1_1_60	grandfather, grandpa			grandfather, grandpa	büyükbaba, büyükbaba	draft_google_word
4000 Essential English Words::Extra::1_1_61::grandmother, grandma	3849	4000 Essential English Words::Extra	1_1_61	grandmother, grandma			grandmother, grandma	büyükanne, büyükanne	draft_google_word
4000 Essential English Words::Extra::1_1_62::grandparents	3850	4000 Essential English Words::Extra	1_1_62	grandparents			grandparents	büyükanne ve büyükbaba	draft_google_word
4000 Essential English Words::Extra::1_1_63::uncle	3851	4000 Essential English Words::Extra	1_1_63	uncle			uncle	amca	draft_google_word
4000 Essential English Words::Extra::1_1_64::aunt	3852	4000 Essential English Words::Extra	1_1_64	aunt			aunt	teyze	draft_google_word
4000 Essential English Words::Extra::1_1_65::cousin	3853	4000 Essential English Words::Extra	1_1_65	cousin			cousin	kuzen	draft_google_word
4000 Essential English Words::Extra::1_1_66::my parents' niece	3854	4000 Essential English Words::Extra	1_1_66	my parents' niece			my parents' niece	ailemin yeğeni	draft_google_word
4000 Essential English Words::Extra::1_1_67::cousin	3855	4000 Essential English Words::Extra	1_1_67	cousin			cousin	kuzen	draft_google_word
4000 Essential English Words::Extra::1_1_68::my parents' nephew	3856	4000 Essential English Words::Extra	1_1_68	my parents' nephew			my parents' nephew	ailemin yeğeni	draft_google_word
4000 Essential English Words::Extra::1_1_69::red	3857	4000 Essential English Words::Extra	1_1_69	red			red	kırmızı	draft_google_word
4000 Essential English Words::Extra::1_1_70::pink	3858	4000 Essential English Words::Extra	1_1_70	pink			pink	pembe	draft_google_word
4000 Essential English Words::Extra::1_1_71::green	3859	4000 Essential English Words::Extra	1_1_71	green			green	yeşil	draft_google_word
4000 Essential English Words::Extra::1_1_72::lime green	3860	4000 Essential English Words::Extra	1_1_72	lime green			lime green	limon yeşili	draft_google_word
4000 Essential English Words::Extra::1_1_73::teal	3861	4000 Essential English Words::Extra	1_1_73	teal			teal	turkuaz	draft_google_word
4000 Essential English Words::Extra::1_1_74::blue	3862	4000 Essential English Words::Extra	1_1_74	blue			blue	mavi	draft_google_word
4000 Essential English Words::Extra::1_1_75::navy	3863	4000 Essential English Words::Extra	1_1_75	navy			navy	lacivert	draft_google_word
4000 Essential English Words::Extra::1_1_76::yellow	3864	4000 Essential English Words::Extra	1_1_76	yellow			yellow	sarı	draft_google_word
4000 Essential English Words::Extra::1_1_77::purple	3865	4000 Essential English Words::Extra	1_1_77	purple			purple	mor	draft_google_word
4000 Essential English Words::Extra::1_1_78::brown	3866	4000 Essential English Words::Extra	1_1_78	brown			brown	kahverengi	draft_google_word
4000 Essential English Words::Extra::1_1_79::beige	3867	4000 Essential English Words::Extra	1_1_79	beige			beige	bej	draft_google_word
4000 Essential English Words::Extra::1_1_80::orange	3868	4000 Essential English Words::Extra	1_1_80	orange			orange	turuncu	draft_google_word
4000 Essential English Words::Extra::1_1_81::white	3869	4000 Essential English Words::Extra	1_1_81	white			white	beyaz	draft_google_word
4000 Essential English Words::Extra::1_1_82::black	3870	4000 Essential English Words::Extra	1_1_82	black			black	siyah	draft_google_word
4000 Essential English Words::Extra::1_1_83::gray	3871	4000 Essential English Words::Extra	1_1_83	gray			gray	gri	draft_google_word
4000 Essential English Words::1.Book::::agree	1	4000 Essential English Words::1.Book		agree	To agree is to have the same opinion or belief as another person.	The students agree they have too much homework.	to agree	katılmak / aynı fikirde olmak	reviewed_manual
4000 Essential English Words::1.Book::::alcohol	2	4000 Essential English Words::1.Book		alcohol	Alcohol is a type of drink that can make people drunk.	A person should not drive a car after he or she has been drinking alcohol.	alcohol	alkol	draft_google_word
4000 Essential English Words::1.Book::::arrive	3	4000 Essential English Words::1.Book		arrive	To arrive is to get somewhere.	They arrived at school at 7 a.m.	to arrive	varmak	draft_google_word
4000 Essential English Words::1.Book::::august	4	4000 Essential English Words::1.Book		August	August is the eighth month of the year.	Is your birthday in August?	August	ağustos	draft_google_word
4000 Essential English Words::1.Book::::boat	5	4000 Essential English Words::1.Book		boat	A boat is a vehicle that moves across water.	There is a small boat on the lake.	boat	tekne	draft_google_word
4000 Essential English Words::1.Book::::breakfast	6	4000 Essential English Words::1.Book		breakfast	Breakfast is the morning meal.	I ate eggs for breakfast.	breakfast	kahvaltı	draft_google_word
4000 Essential English Words::1.Book::::camera	7	4000 Essential English Words::1.Book		camera	A camera is a piece of equipment that takes pictures.	I brought my camera on my vacation.	camera	kamera	draft_google_word
4000 Essential English Words::1.Book::::capital	8	4000 Essential English Words::1.Book		capital	A capital is a city where a country’s government is based.	The capital of the United States is Washington, D.C.	capital	başkent	draft_google_word
4000 Essential English Words::1.Book::::catch	9	4000 Essential English Words::1.Book		catch	To catch is to grab or get something.	Did you catch the ball during the baseball game?	to catch	yakalamak	draft_google_word
4000 Essential English Words::1.Book::::duck	10	4000 Essential English Words::1.Book		duck	A duck is a small water bird.	People feed ducks at the lake.	duck	ördek	draft_google_word
4000 Essential English Words::1.Book::::enjoy	11	4000 Essential English Words::1.Book		enjoy	To enjoy is to like something.	The woman enjoys riding her bicycle.	to enjoy	zevk almak	draft_google_word
4000 Essential English Words::1.Book::::invite	12	4000 Essential English Words::1.Book		invite	To invite is to ask someone to come to a place or event.	I will invite my friends to my birthday party.	to invite	davet etmek	draft_google_word
4000 Essential English Words::1.Book::::love	13	4000 Essential English Words::1.Book		love	To love is to like something or someone a lot.	I love my family very much.	to love	sevmek	draft_google_word
4000 Essential English Words::1.Book::::month	14	4000 Essential English Words::1.Book		month	A month is one of 12 periods of time in one year.	January is the first month of the year.	month	ay	draft_google_word
4000 Essential English Words::1.Book::::travel	15	4000 Essential English Words::1.Book		travel	To travel is to go to a faraway place on vacation or business.	They will travel to Argentina this summer.	to travel	seyahat etmek	draft_google_word
4000 Essential English Words::1.Book::::typical	16	4000 Essential English Words::1.Book		typical	If something is typical, it is normal, or something that usually happens.	My typical breakfast is toast and eggs.	to be typical	tipik	draft_google_word
4000 Essential English Words::1.Book::::visit	17	4000 Essential English Words::1.Book		visit	To visit is to go and spend time in another place or see another person.	She wants to visit her grandmother.	to visit	ziyaret etmek	draft_google_word
4000 Essential English Words::1.Book::::weather	18	4000 Essential English Words::1.Book		weather	Weather is the temperature and the state of the outdoors.	Today’s weather is rainy and cloudy.	weather	hava durumu	draft_google_word
4000 Essential English Words::1.Book::::week	19	4000 Essential English Words::1.Book		week	A week is a period of time that is seven days long.	What are you doing next week?	week	hafta	draft_google_word
4000 Essential English Words::1.Book::::wine	20	4000 Essential English Words::1.Book		wine	Wine is an alcoholic drink made from grapes.	The store carried both red and white wine.	wine	şarap	draft_google_word
4000 Essential English Words::1.Book::::adventure	21	4000 Essential English Words::1.Book		adventure	An adventure is a fun or exciting thing that you do.	Riding in the rough water was an adventure.	adventure	macera	draft_google_word
4000 Essential English Words::1.Book::::approach	22	4000 Essential English Words::1.Book		approach	To approach something means to move close to it.	The boy approached his school.	to approach	yaklaşmak	draft_google_word
4000 Essential English Words::1.Book::::carefully	23	4000 Essential English Words::1.Book		carefully	Carefully means with great attention, especially to detail or safety.	The baby carefully climbed down the stairs.	carefully	dikkatlice	draft_google_word
4000 Essential English Words::1.Book::::chemical	24	4000 Essential English Words::1.Book		chemical	A chemical is something that scientists use in chemistry.	The scientist mixed the chemicals.	chemical	kimyasal	draft_google_word
4000 Essential English Words::1.Book::::create	25	4000 Essential English Words::1.Book		create	To create means to make something new.	She created an igloo from blocks of snow.	to create	yaratmak	draft_google_word
4000 Essential English Words::1.Book::::evil	26	4000 Essential English Words::1.Book		evil	Evil describes something or someone bad or cruel, not good.	They felt a strange, evil presence as they got closer to the house.	evil	kötü / zalim	reviewed_manual
4000 Essential English Words::1.Book::::experiment	27	4000 Essential English Words::1.Book		experiment	An experiment is a test that you do to see what will happen.	The student did an experiment in science class.	experiment	deney	draft_google_word
4000 Essential English Words::1.Book::::kill	28	4000 Essential English Words::1.Book		kill	To kill someone or something is to make them die.	I killed the fly.	to kill	öldürmek	draft_google_word
