#separator:tab
#html:true
SourceID	Level	Topic	CardType	CardTypeLabel	Front	Answer	Explanation	Examples	CommonMistake	SelfGrade	Tags
a1_1_foundations::question_words::choose	a1_1_foundations	question words	choose	Choose	Choose: Where do you live?<br>A) ¿Dónde vives?<br>B) ¿Qué vives?	A) ¿Dónde vives?	dónde asks where.	- ¿Qué estudias?<br>- ¿Dónde vives?<br>- ¿Cómo estás?	Question words normally carry accent marks.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_1_foundations question_words choose
a1_1_foundations::question_words::correction	a1_1_foundations	question words	correction	Correction	Correct this Spanish: Donde vives?	¿Dónde vives?	Use accent and Spanish question marks.	- ¿Qué estudias?<br>- ¿Dónde vives?<br>- ¿Cómo estás?	Question words normally carry accent marks.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_1_foundations question_words correction
a1_1_foundations::question_words::production	a1_1_foundations	question words	production	Production	Write in Spanish: What do you study?	¿Qué estudias?	qué asks what.	- ¿Qué estudias?<br>- ¿Dónde vives?<br>- ¿Cómo estás?	Question words normally carry accent marks.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_1_foundations question_words production
a1_1_foundations::question_words::pattern	a1_1_foundations	question words	pattern	Mini pattern	Mini pattern: question word + verb	¿question word + conjugated verb?	This is a reusable sentence chunk. Practice swapping one word at a time.	- ¿Qué comes?<br>- ¿Dónde trabajas?<br>- ¿Cuándo estudias?	Question words normally carry accent marks.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_1_foundations question_words pattern
a1_2_core_sentences::tener_and_tener_que::rule	a1_2_core_sentences	tener and tener que	rule	Rule	Rule: tener and tener que	<b>Formula</b><br>tener + noun; tener que + infinitive<br><br><b>Use</b><br>Use tener for possession/age and tener que for obligation.	Memorize the pattern first; the other cards in this topic make you use it.	- Tengo un libro.<br>- Tengo veinte años.<br>- Tengo que estudiar.	Age uses tener, not ser/estar.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_2_core_sentences tener_and_tener_que rule
a1_2_core_sentences::tener_and_tener_que::choose	a1_2_core_sentences	tener and tener que	choose	Choose	Choose: I have to work.<br>A) Tengo que trabajar.<br>B) Tengo trabajar.	A) Tengo que trabajar.	Obligation needs tener que + infinitive.	- Tengo un libro.<br>- Tengo veinte años.<br>- Tengo que estudiar.	Age uses tener, not ser/estar.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_2_core_sentences tener_and_tener_que choose
a1_2_core_sentences::tener_and_tener_que::correction	a1_2_core_sentences	tener and tener que	correction	Correction	Correct this Spanish: Soy veinte años.	Tengo veinte años.	Spanish expresses age with tener.	- Tengo un libro.<br>- Tengo veinte años.<br>- Tengo que estudiar.	Age uses tener, not ser/estar.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_2_core_sentences tener_and_tener_que correction
a1_2_core_sentences::tener_and_tener_que::production	a1_2_core_sentences	tener and tener que	production	Production	Write in Spanish: I have to study today.	Tengo que estudiar hoy.	Use tener que + infinitive.	- Tengo un libro.<br>- Tengo veinte años.<br>- Tengo que estudiar.	Age uses tener, not ser/estar.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_2_core_sentences tener_and_tener_que production
a1_2_core_sentences::tener_and_tener_que::pattern	a1_2_core_sentences	tener and tener que	pattern	Mini pattern	Mini pattern: obligation	tener que + infinitive	This is a reusable sentence chunk. Practice swapping one word at a time.	- Tengo que salir.<br>- Tienes que leer.<br>- Tenemos que practicar.	Age uses tener, not ser/estar.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_2_core_sentences tener_and_tener_que pattern
a1_2_core_sentences::ir_a_infinitive::rule	a1_2_core_sentences	ir a infinitive	rule	Rule	Rule: ir a infinitive	<b>Formula</b><br>ir a + infinitive<br><br><b>Use</b><br>Use ir a + infinitive for near future plans.	Memorize the pattern first; the other cards in this topic make you use it.	- Voy a estudiar.<br>- Vamos a comer.<br>- Ella va a viajar.	Do not conjugate the second verb after a.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_2_core_sentences ir_a_infinitive rule
a1_2_core_sentences::ir_a_infinitive::choose	a1_2_core_sentences	ir a infinitive	choose	Choose	Choose: We are going to eat.<br>A) Vamos a comemos.<br>B) Vamos a comer.	B) Vamos a comer.	After a, keep the infinitive.	- Voy a estudiar.<br>- Vamos a comer.<br>- Ella va a viajar.	Do not conjugate the second verb after a.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_2_core_sentences ir_a_infinitive choose
a1_2_core_sentences::ir_a_infinitive::correction	a1_2_core_sentences	ir a infinitive	correction	Correction	Correct this Spanish: Voy a estudio.	Voy a estudiar.	Use infinitive after ir a.	- Voy a estudiar.<br>- Vamos a comer.<br>- Ella va a viajar.	Do not conjugate the second verb after a.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_2_core_sentences ir_a_infinitive correction
a1_2_core_sentences::ir_a_infinitive::production	a1_2_core_sentences	ir a infinitive	production	Production	Write in Spanish: I am going to read.	Voy a leer.	voy a + infinitive.	- Voy a estudiar.<br>- Vamos a comer.<br>- Ella va a viajar.	Do not conjugate the second verb after a.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_2_core_sentences ir_a_infinitive production
a1_2_core_sentences::ir_a_infinitive::pattern	a1_2_core_sentences	ir a infinitive	pattern	Mini pattern	Mini pattern: near future	ir conjugated + a + infinitive	This is a reusable sentence chunk. Practice swapping one word at a time.	- Voy a salir.<br>- Vas a estudiar.<br>- Van a trabajar.	Do not conjugate the second verb after a.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_2_core_sentences ir_a_infinitive pattern
a1_2_core_sentences::possessive_adjectives::rule	a1_2_core_sentences	possessive adjectives	rule	Rule	Rule: possessive adjectives	<b>Formula</b><br>mi/mis, tu/tus, su/sus, nuestro/nuestra/nuestros/nuestras<br><br><b>Use</b><br>Possessive adjectives agree with the thing possessed.	Memorize the pattern first; the other cards in this topic make you use it.	- mi libro<br>- mis libros<br>- nuestra casa	mi changes to mis for plural possessed nouns.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_2_core_sentences possessive_adjectives rule
a1_2_core_sentences::possessive_adjectives::choose	a1_2_core_sentences	possessive adjectives	choose	Choose	Choose: my books<br>A) mi libros<br>B) mis libros	B) mis libros	libros is plural, so use mis.	- mi libro<br>- mis libros<br>- nuestra casa	mi changes to mis for plural possessed nouns.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_2_core_sentences possessive_adjectives choose
a1_2_core_sentences::possessive_adjectives::correction	a1_2_core_sentences	possessive adjectives	correction	Correction	Correct this Spanish: nuestra libros	nuestros libros	nuestro agrees with libros, masculine plural.	- mi libro<br>- mis libros<br>- nuestra casa	mi changes to mis for plural possessed nouns.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_2_core_sentences possessive_adjectives correction
a1_2_core_sentences::possessive_adjectives::production	a1_2_core_sentences	possessive adjectives	production	Production	Write in Spanish: your house	tu casa	tu is singular informal your.	- mi libro<br>- mis libros<br>- nuestra casa	mi changes to mis for plural possessed nouns.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_2_core_sentences possessive_adjectives production
a1_2_core_sentences::possessive_adjectives::pattern	a1_2_core_sentences	possessive adjectives	pattern	Mini pattern	Mini pattern: possessive + noun	mi/tu/su + noun	This is a reusable sentence chunk. Practice swapping one word at a time.	- mi casa<br>- tus amigos<br>- sus libros	mi changes to mis for plural possessed nouns.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_2_core_sentences possessive_adjectives pattern
a1_2_core_sentences::gustar_basics::rule	a1_2_core_sentences	gustar basics	rule	Rule	Rule: gustar basics	<b>Formula</b><br>me/te/le gusta + singular or infinitive; me/te/le gustan + plural<br><br><b>Use</b><br>gustar agrees with the thing liked, not the person who likes it.	Memorize the pattern first; the other cards in this topic make you use it.	- Me gusta el café.<br>- Me gustan los libros.<br>- Nos gusta estudiar.	Do not say yo gusto for I like something.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a1_2_core_sentences gustar_basics rule
a1_2_core_sentences::gustar_basics::choose	a1_2_core_sentences	gustar basics	choose	Choose	Choose: I like books.<br>A) Me gusta los libros.<br>B) Me gustan los libros.	B) Me gustan los libros.	The liked thing is plural: los libros.	- Me gusta el café.<br>- Me gustan los libros.<br>- Nos gusta estudiar.	Do not say yo gusto for I like something.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a1_2_core_sentences gustar_basics choose
a1_2_core_sentences::gustar_basics::correction	a1_2_core_sentences	gustar basics	correction	Correction	Correct this Spanish: Yo gusto café.	Me gusta el café.	Use me gusta for I like it.	- Me gusta el café.<br>- Me gustan los libros.<br>- Nos gusta estudiar.	Do not say yo gusto for I like something.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a1_2_core_sentences gustar_basics correction
a1_2_core_sentences::gustar_basics::production	a1_2_core_sentences	gustar basics	production	Production	Write in Spanish: I like Spanish.	Me gusta el español.	The thing liked is singular.	- Me gusta el café.<br>- Me gustan los libros.<br>- Nos gusta estudiar.	Do not say yo gusto for I like something.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a1_2_core_sentences gustar_basics production
a1_2_core_sentences::gustar_basics::pattern	a1_2_core_sentences	gustar basics	pattern	Mini pattern	Mini pattern: liking	me gusta/gustan + thing	This is a reusable sentence chunk. Practice swapping one word at a time.	- Me gusta leer.<br>- Te gusta el café.<br>- Le gustan las películas.	Do not say yo gusto for I like something.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a1_2_core_sentences gustar_basics pattern
