#separator:tab
#html:true
SourceID	DeckPath	Level	Topic	CardType	PromptMode	Front	Answer	TypeAnswer	Back	Formula	Examples	Audio	AudioURL	AudioContributor	AudioLicense	AudioID	Source	Attribution	Tags
a1_1_foundations::regular_ar_present::typed_production_extra_3	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	regular -ar present	typed_production	self_grade	"<span class=""front-instruction"">Write any valid Spanish sentence or chunk using this pattern</span><br><span class=""topic-label"">regular -ar present</span><br>hablar: hablo, hablas, habla, hablamos, hablan<br><br><span class=""front-instruction"">Model answer 3: compare grammar, word order, accents</span>"	Estudiamos por la noche		Use regular -ar endings for present habits and current facts.	Decision rule<br>Remove -ar and add the present ending for the subject.<br><br>Pattern<br>hablar: hablo, hablas, habla, hablamos, hablan<br><br>Common trap<br>The yo form ends in -o, not -a.	- Hablo español.<br>- Ella trabaja hoy.<br>- Estudiamos por la noche.								spanish_core a1_1_foundations regular_ar_present typed_production
a1_1_foundations::regular_er_and_ir_present::rule	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	regular -er and -ir present	rule	self_grade	"<span class=""front-instruction"">Rule</span><br>regular -er and -ir present"	comer: como, comes, come; vivir: vivo, vives, vive		<b>Use</b><br>Use -er and -ir present endings for regular present-tense verbs.<br><br><b>Common trap</b><br>-er and -ir differ in nosotros: -emos versus -imos.	Decision rule<br>Remove -er/-ir and add the present ending for the subject.<br><br>Pattern<br>comer: como, comes, come; vivir: vivo, vives, vive<br><br>Common trap<br>-er and -ir differ in nosotros: -emos versus -imos.	- Como arroz.<br>- Vivo en Madrid.<br>- Ella escribe mucho.								spanish_core a1_1_foundations regular_er_and_ir_present rule
a1_1_foundations::regular_er_and_ir_present::typed_contrast	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	regular -er and -ir present	typed_contrast	type_exact	"<span class=""front-instruction"">Type the correct Spanish form</span><br>I live in Mexico.<br><span class=""front-cue"">Contrast: Vivo en México. / Vive en México.</span>"	Vivo en México	Vivo en México	yo form of vivir is vivo.<br><br>Full sentence: Vivo en México.	Decision rule<br>Remove -er/-ir and add the present ending for the subject.<br><br>Pattern<br>comer: como, comes, come; vivir: vivo, vives, vive<br><br>Common trap<br>-er and -ir differ in nosotros: -emos versus -imos.	- Como arroz.<br>- Vivo en Madrid.<br>- Ella escribe mucho.								spanish_core a1_1_foundations regular_er_and_ir_present typed_contrast
a1_1_foundations::regular_er_and_ir_present::typed_correction	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	regular -er and -ir present	typed_correction	type_compare	"<span class=""front-instruction"">Correct the learner error</span><br><span class=""wrong-spanish"">Ella comes arroz.</span>"	Ella come arroz	Ella come arroz	Third-person singular of comer is come.	Decision rule<br>Remove -er/-ir and add the present ending for the subject.<br><br>Pattern<br>comer: como, comes, come; vivir: vivo, vives, vive<br><br>Common trap<br>-er and -ir differ in nosotros: -emos versus -imos.	- Como arroz.<br>- Vivo en Madrid.<br>- Ella escribe mucho.								spanish_core a1_1_foundations regular_er_and_ir_present typed_correction
a1_1_foundations::regular_er_and_ir_present::typed_production	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	regular -er and -ir present	typed_production	type_exact	"<span class=""front-instruction"">Write in Spanish</span><br> I eat bread."	Como pan	Como pan	The yo form of comer is como.	Decision rule<br>Remove -er/-ir and add the present ending for the subject.<br><br>Pattern<br>comer: como, comes, come; vivir: vivo, vives, vive<br><br>Common trap<br>-er and -ir differ in nosotros: -emos versus -imos.	- Como arroz.<br>- Vivo en Madrid.<br>- Ella escribe mucho.								spanish_core a1_1_foundations regular_er_and_ir_present typed_production
a1_1_foundations::regular_er_and_ir_present::typed_production_extra_1	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	regular -er and -ir present	typed_production	self_grade	"<span class=""front-instruction"">Write any valid Spanish sentence or chunk using this pattern</span><br><span class=""topic-label"">regular -er and -ir present</span><br>comer: como, comes, come; vivir: vivo, vives, vive<br><br><span class=""front-instruction"">Model answer 1: compare grammar, word order, accents</span>"	Como arroz		Use -er and -ir present endings for regular present-tense verbs.	Decision rule<br>Remove -er/-ir and add the present ending for the subject.<br><br>Pattern<br>comer: como, comes, come; vivir: vivo, vives, vive<br><br>Common trap<br>-er and -ir differ in nosotros: -emos versus -imos.	- Como arroz.<br>- Vivo en Madrid.<br>- Ella escribe mucho.								spanish_core a1_1_foundations regular_er_and_ir_present typed_production
a1_1_foundations::regular_er_and_ir_present::typed_production_extra_2	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	regular -er and -ir present	typed_production	self_grade	"<span class=""front-instruction"">Write any valid Spanish sentence or chunk using this pattern</span><br><span class=""topic-label"">regular -er and -ir present</span><br>comer: como, comes, come; vivir: vivo, vives, vive<br><br><span class=""front-instruction"">Model answer 2: compare grammar, word order, accents</span>"	Vivo en Madrid		Use -er and -ir present endings for regular present-tense verbs.	Decision rule<br>Remove -er/-ir and add the present ending for the subject.<br><br>Pattern<br>comer: como, comes, come; vivir: vivo, vives, vive<br><br>Common trap<br>-er and -ir differ in nosotros: -emos versus -imos.	- Como arroz.<br>- Vivo en Madrid.<br>- Ella escribe mucho.								spanish_core a1_1_foundations regular_er_and_ir_present typed_production
a1_1_foundations::regular_er_and_ir_present::typed_production_extra_3	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	regular -er and -ir present	typed_production	self_grade	"<span class=""front-instruction"">Write any valid Spanish sentence or chunk using this pattern</span><br><span class=""topic-label"">regular -er and -ir present</span><br>comer: como, comes, come; vivir: vivo, vives, vive<br><br><span class=""front-instruction"">Model answer 3: compare grammar, word order, accents</span>"	Ella escribe mucho		Use -er and -ir present endings for regular present-tense verbs.	Decision rule<br>Remove -er/-ir and add the present ending for the subject.<br><br>Pattern<br>comer: como, comes, come; vivir: vivo, vives, vive<br><br>Common trap<br>-er and -ir differ in nosotros: -emos versus -imos.	- Como arroz.<br>- Vivo en Madrid.<br>- Ella escribe mucho.								spanish_core a1_1_foundations regular_er_and_ir_present typed_production
a1_1_foundations::articles::rule	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	articles	rule	self_grade	"<span class=""front-instruction"">Rule</span><br>articles"	definite: el/la/los/las; indefinite: un/una/unos/unas		<b>Use</b><br>Use definite articles for specific nouns and indefinite articles for nonspecific nouns.<br><br><b>Common trap</b><br>Article gender and number must match the noun.	Decision rule<br>Choose article by definiteness, gender, and number.<br><br>Pattern<br>definite: el/la/los/las; indefinite: un/una/unos/unas<br><br>Common trap<br>Article gender and number must match the noun.	- un libro<br>- el libro<br>- unas casas<br>- las casas								spanish_core a1_1_foundations articles rule
a1_1_foundations::articles::typed_contrast	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	articles	typed_contrast	type_exact	"<span class=""front-instruction"">Type the correct Spanish form</span><br>a house<br><span class=""front-cue"">Contrast: un casa / una casa</span>"	una casa	una casa	casa is feminine singular.<br><br>Full sentence: una casa	Decision rule<br>Choose article by definiteness, gender, and number.<br><br>Pattern<br>definite: el/la/los/las; indefinite: un/una/unos/unas<br><br>Common trap<br>Article gender and number must match the noun.	- un libro<br>- el libro<br>- unas casas<br>- las casas								spanish_core a1_1_foundations articles typed_contrast
a1_1_foundations::articles::typed_correction	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	articles	typed_correction	type_compare	"<span class=""front-instruction"">Correct the learner error</span><br><span class=""wrong-spanish"">el casas</span>"	las casas	las casas	Plural feminine noun needs las.	Decision rule<br>Choose article by definiteness, gender, and number.<br><br>Pattern<br>definite: el/la/los/las; indefinite: un/una/unos/unas<br><br>Common trap<br>Article gender and number must match the noun.	- un libro<br>- el libro<br>- unas casas<br>- las casas								spanish_core a1_1_foundations articles typed_correction
a1_1_foundations::articles::typed_production	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	articles	typed_production	type_exact	"<span class=""front-instruction"">Write in Spanish</span><br> some books"	unos libros	unos libros	libros is masculine plural.	Decision rule<br>Choose article by definiteness, gender, and number.<br><br>Pattern<br>definite: el/la/los/las; indefinite: un/una/unos/unas<br><br>Common trap<br>Article gender and number must match the noun.	- un libro<br>- el libro<br>- unas casas<br>- las casas								spanish_core a1_1_foundations articles typed_production
a1_1_foundations::articles::typed_production_extra_1	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	articles	typed_production	self_grade	"<span class=""front-instruction"">Write any valid Spanish sentence or chunk using this pattern</span><br><span class=""topic-label"">articles</span><br>definite: el/la/los/las; indefinite: un/una/unos/unas<br><br><span class=""front-instruction"">Model answer 1: compare grammar, word order, accents</span>"	un libro		Use definite articles for specific nouns and indefinite articles for nonspecific nouns.	Decision rule<br>Choose article by definiteness, gender, and number.<br><br>Pattern<br>definite: el/la/los/las; indefinite: un/una/unos/unas<br><br>Common trap<br>Article gender and number must match the noun.	- un libro<br>- el libro<br>- unas casas<br>- las casas								spanish_core a1_1_foundations articles typed_production
a1_1_foundations::articles::typed_production_extra_2	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	articles	typed_production	self_grade	"<span class=""front-instruction"">Write any valid Spanish sentence or chunk using this pattern</span><br><span class=""topic-label"">articles</span><br>definite: el/la/los/las; indefinite: un/una/unos/unas<br><br><span class=""front-instruction"">Model answer 2: compare grammar, word order, accents</span>"	el libro		Use definite articles for specific nouns and indefinite articles for nonspecific nouns.	Decision rule<br>Choose article by definiteness, gender, and number.<br><br>Pattern<br>definite: el/la/los/las; indefinite: un/una/unos/unas<br><br>Common trap<br>Article gender and number must match the noun.	- un libro<br>- el libro<br>- unas casas<br>- las casas								spanish_core a1_1_foundations articles typed_production
a1_1_foundations::articles::typed_production_extra_3	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	articles	typed_production	self_grade	"<span class=""front-instruction"">Write any valid Spanish sentence or chunk using this pattern</span><br><span class=""topic-label"">articles</span><br>definite: el/la/los/las; indefinite: un/una/unos/unas<br><br><span class=""front-instruction"">Model answer 3: compare grammar, word order, accents</span>"	unas casas		Use definite articles for specific nouns and indefinite articles for nonspecific nouns.	Decision rule<br>Choose article by definiteness, gender, and number.<br><br>Pattern<br>definite: el/la/los/las; indefinite: un/una/unos/unas<br><br>Common trap<br>Article gender and number must match the noun.	- un libro<br>- el libro<br>- unas casas<br>- las casas								spanish_core a1_1_foundations articles typed_production
a1_1_foundations::hay::rule	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	hay	rule	self_grade	"<span class=""front-instruction"">Rule</span><br>hay"	hay + noun phrase		<b>Use</b><br>Use hay to say that something exists or is present.<br><br><b>Common trap</b><br>hay does not change for singular/plural.	Decision rule<br>Use hay for there is / there are; it does not change for singular or plural.<br><br>Pattern<br>hay + noun phrase<br><br>Common trap<br>hay does not change for singular/plural.	- Hay un libro.<br>- Hay tres personas.<br>- No hay tiempo.								spanish_core a1_1_foundations hay rule
a1_1_foundations::hay::typed_contrast	Spanish Core Learning::A1.1 Foundations	a1_1_foundations	hay	typed_contrast	type_exact	"<span class=""front-instruction"">Type the correct Spanish form</span><br>There are two books.<br><span class=""front-cue"">Contrast: Hay dos libros. / Hay dos libro.</span>"	Hay dos libros	Hay dos libros	The noun becomes plural; hay stays the same.<br><br>Full sentence: Hay dos libros.	Decision rule<br>Use hay for there is / there are; it does not change for singular or plural.<br><br>Pattern<br>hay + noun phrase<br><br>Common trap<br>hay does not change for singular/plural.	- Hay un libro.<br>- Hay tres personas.<br>- No hay tiempo.								spanish_core a1_1_foundations hay typed_contrast
