#separator:tab
#html:true
SourceID	Level	Phrase	Front	FrontHTML	Meaning	Examples	Tags
en_phrase_083_take_notes	level_2	take notes	Take notes while the client reviews the contract.	"<span class=""target-phrase"">Take notes</span> while the client reviews the contract."	To write down important points.	- Please take notes during the webinar.<br>- I take notes in shorthand during meetings.<br>- Could you take notes and send them after call time?	english_phrases natural_phrases level_2 natural phrase take_notes
en_phrase_084_take_a_break	level_2	take a break	Take a break after this call, then continue with the checklist.	"<span class=""target-phrase"">Take a break</span> after this call, then continue with the checklist."	To stop briefly and rest.	- Take a break if your eyes feel tired.<br>- She said take a break and drink water every hour.<br>- Let's take a break before the next workshop.	english_phrases natural_phrases level_2 natural phrase take_a_break
en_phrase_085_take_a_seat	level_2	take a seat	Take a seat while we check your reservation.	"<span class=""target-phrase"">Take a seat</span> while we check your reservation."	To sit down and find a place.	- Please take a seat, the presentation will start soon.<br>- Take a seat near the window if you want.<br>- Take a seat and fill out the form.	english_phrases natural_phrases level_2 natural phrase take_a_seat
en_phrase_086_pick_up	level_2	pick up	Pick up your phone before we start the call.	"<span class=""target-phrase"">Pick up</span> your phone before we start the call."	To collect someone/something, or learn by exposure.	- Can you pick up the children after school?<br>- Pick up the groceries on your way home.<br>- We need to pick up those files from shared drive.	english_phrases natural_phrases level_2 natural phrase pick_up
en_phrase_087_pick_out	level_2	pick out	Pick out the right cable before you connect the projector.	"<span class=""target-phrase"">Pick out</span> the right cable before you connect the projector."	To choose or select from options.	- I picked out a blue notebook for the session.<br>- Pick out a seat with good Wi-Fi.<br>- Pick out the option with fewer fees.	english_phrases natural_phrases level_2 natural phrase pick_out
en_phrase_088_bring_up	level_2	bring up	Let's bring up the budget concern now.	"Let&#x27;s <span class=""target-phrase"">bring up</span> the budget concern now."	To mention or raise a topic.	- The manager brought up the safety issue during planning.<br>- Bring up the client status in the stand-up.<br>- Could you bring up the topic of overtime again?	english_phrases natural_phrases level_2 natural phrase bring_up
en_phrase_089_bring_out	level_2	bring out	The chef will bring out dessert at the end of the meal.	"The chef will <span class=""target-phrase"">bring out</span> dessert at the end of the meal."	To make something visible, known, or available.	- This lighting brings out the paint color.<br>- Bring out the chairs for the workshop.<br>- The update should bring out hidden bugs quickly.	english_phrases natural_phrases level_2 natural phrase bring_out
en_phrase_090_bring_in	level_2	bring in	Bring in the intern early and give them orientation.	"<span class=""target-phrase"">Bring in</span> the intern early and give them orientation."	To introduce or add something into the situation.	- Bring in the documents before the inspection.<br>- We need to bring in extra water for the long day.<br>- Bring in your colleagues before we close the session.	english_phrases natural_phrases level_2 natural phrase bring_in
en_phrase_091_bring_back	level_2	bring back	Please bring back the keys before dinner.	"Please <span class=""target-phrase"">bring back</span> the keys before dinner."	To return something to the place it came from.	- That song brings back our college memories.<br>- Bring back the report from the printer.<br>- The news brought back concern among customers.	english_phrases natural_phrases level_2 natural phrase bring_back
en_phrase_092_bring_forward	level_2	bring forward	We can bring forward the review to noon.	"We can <span class=""target-phrase"">bring forward</span> the review to noon."	To present an issue earlier than planned.	- Bring forward your questions until the Q&A slot.<br>- She brought forward the meeting so everyone could attend.<br>- Bring forward this item to the top of the list.	english_phrases natural_phrases level_2 natural phrase bring_forward
en_phrase_093_bring_together	level_2	bring together	The coordinator had to bring together teams from three departments.	"The coordinator had to <span class=""target-phrase"">bring together</span> teams from three departments."	To combine people or elements.	- We brought together volunteers and residents for the clean-up.<br>- Bring together the data before filing it.<br>- The story brought together everyone in the room.	english_phrases natural_phrases level_2 natural phrase bring_together
en_phrase_094_bring_over	level_2	bring over	Bring over the extra mugs before the session begins.	"<span class=""target-phrase"">Bring over</span> the extra mugs before the session begins."	To take someone or something to a location.	- Can you bring over the charger for me?<br>- Bring over your laptop and we'll review it.<br>- They brought over homemade snacks for the team.	english_phrases natural_phrases level_2 natural phrase bring_over
en_phrase_095_put_on	level_2	put on	Put on your helmet before riding the bike.	"<span class=""target-phrase"">Put on</span> your helmet before riding the bike."	To wear, or to switch something on.	- Put on your coat because it may rain.<br>- Put on the presentation and explain the workflow.<br>- Put on the music after the mic check.	english_phrases natural_phrases level_2 natural phrase put_on
en_phrase_096_put_off	level_2	put off	We had to put off the event due to the storm.	"We had to <span class=""target-phrase"">put off</span> the event due to the storm."	To delay or postpone.	- They put off the launch until next quarter.<br>- I might put off the meeting if data is missing.<br>- Please put off the delivery until Monday.	english_phrases natural_phrases level_2 natural phrase put_off
en_phrase_097_put_away	level_2	put away	Please put away the papers before you leave.	"Please <span class=""target-phrase"">put away</span> the papers before you leave."	To store or tidy something away.	- Put away your tools after the repair.<br>- She put away the dishes and then started editing.<br>- Put away the old folders in the archive box.	english_phrases natural_phrases level_2 natural phrase put_away
en_phrase_098_put_together	level_2	put together	We can put together the prototype in one afternoon.	"We can <span class=""target-phrase"">put together</span> the prototype in one afternoon."	To assemble parts into a complete whole.	- Put together a quick list of questions first.<br>- I put together the timeline in two columns.<br>- Put together your travel plan before checkout.	english_phrases natural_phrases level_2 natural phrase put_together
en_phrase_099_put_out	level_2	put out	Put out the office lights when the session ends.	"<span class=""target-phrase"">Put out</span> the office lights when the session ends."	To extinguish something, or to release it.	- The waiter put out the new menu for everyone.<br>- Put out your questions at the end of the meeting.<br>- Put out the water jug before the kids use it.	english_phrases natural_phrases level_2 natural phrase put_out
en_phrase_100_turn_on	level_2	turn on	Turn on the projector before the guests arrive.	"<span class=""target-phrase"">Turn on</span> the projector before the guests arrive."	To switch a device or system on.	- Turn on your mute and check the audio.<br>- Turn on the heater because it is cold outside.<br>- Turn on the backup server now.	english_phrases natural_phrases level_2 natural phrase turn_on
